TIMESTAMP_START,TIMESTAMP_END,Site,Net Radiation,Latent Heat,Sensible Heat,Soil Heat Flux,Air Temp,Soil Temp,CO2 Flux,Fire
20140326,20140401,Syv,90.16697272,15.1695,28.8248,-9999,-1.42,0.121,-0.0862144,0
20030416,20030422,Syv,24.50465292,1.24178,15.4928,0.357464,0.408,0.736,-0.0898847,0
19971224,19971231,Blo,-9999,57.6771,62.5595,-9999,19.573,20.462,-0.0924971,0
20110924,20110930,WCr,42.57263973,9.22209,-0.932686,5.82114,10.661,12.231,-0.0931872,0
20060910,20060916,Syv,78.90768403,36.8008,24.3229,0.417357,12.528,12.557,-0.0933099,0
20010716,20010722,WCr,-9999,56.1635,16.6644,16.6003,24.607,20.417,-0.093476,0
20021210,20021216,Syv,-5.010753704,-0.0124621,-9.41839,-5.72229,-3.088,0.009,-0.0956951,0
20100108,20100114,WCr,-9999,4.69964,6.65364,-9999,-9.55,1.04,-0.097755,0
20100129,20100204,WCr,-9999,4.69964,6.65364,-9999,-12.456,0.943,-0.097755,0
20100219,20100225,WCr,-9999,4.69964,6.65364,-9999,-4.872,1.2,-0.097755,0
20100312,20100318,WCr,-9999,4.69964,6.65364,11.6223,7.314,8.1,-0.097755,0
20100402,20100408,WCr,-9999,4.69964,6.65364,10.6939,7.505,8.333,-0.097755,0
20100423,20100429,WCr,-9999,4.69964,6.65364,10.7976,9.433,9.8,-0.097755,0
20100514,20100520,WCr,-9999,4.69964,6.65364,10.9272,15.817,14.436,-0.097755,0
20100604,20100610,WCr,-9999,4.69964,6.65364,8.93696,15.55,13.614,-0.097755,0
20100625,20100701,WCr,-9999,4.69964,6.65364,7.93899,17.468,16.443,-0.097755,0
20100716,20100722,WCr,-9999,4.69964,6.65364,9.58545,19.405,18.658,-0.097755,0
20100806,20100812,WCr,22.90306597,4.69964,6.65364,14.289,21.785,19.796,-0.097755,0
20100827,20100902,WCr,117.4392928,4.69964,6.65364,11.8183,20.547,18.983,-0.097755,0
20010528,20010603,Blo,210.9280459,98.3333,96.4537,7.32812,17.396,16.728,-0.0991722,0
20110312,20110318,WCr,59.37792625,1.11982,27.7535,2.88364,0.63,1.423,-0.0993308,0
20120129,20120204,WCr,-9999,0.694688,13.9191,-1.31514,-3.046,1.601,-0.100672,0
20040401,20040407,Ks2,176.2068854,46.4213,83.5823,-1.9988,17.307,20.324,-0.10106,0
20050402,20050408,Ks2,174.5959085,79.8422,54.7298,0.217972,21.039,21.157,-0.101241,0
20100115,20100121,WCr,-9999,4.36078,7.39112,-9999,-5.326,1.184,-0.102327,0
20100205,20100211,WCr,-9999,4.36078,7.39112,-9999,-7.394,1.111,-0.102327,0
20100226,20100304,WCr,-9999,4.36078,7.39112,13.1273,-0.372,2.445,-0.102327,0
20100319,20100325,WCr,-9999,4.36078,7.39112,10.6981,0.835,4.008,-0.102327,0
20100409,20100415,WCr,-9999,4.36078,7.39112,10.8551,9.946,10.073,-0.102327,0
20100430,20100506,WCr,-9999,4.36078,7.39112,10.9743,10.438,10.474,-0.102327,0
20100521,20100527,WCr,-9999,4.36078,7.39112,10.8009,20.14,17.772,-0.102327,0
20100611,20100617,WCr,-9999,4.36078,7.39112,10.6962,15.625,14.202,-0.102327,0
20100702,20100708,WCr,-9999,4.36078,7.39112,13.8918,22.005,18.736,-0.102327,0
20100723,20100729,WCr,-9999,4.36078,7.39112,13.1306,19.477,18.691,-0.102327,0
20100813,20100819,WCr,11.9223303,4.36078,7.39112,7.97559,16.613,18.529,-0.102327,0
20100903,20100909,WCr,94.17817393,4.36078,7.39112,0.534953,11.187,14.601,-0.102327,0
20100101,20100107,WCr,-9999,4.69126,7.09625,-9999,-13.427,0.908,-0.106782,0
20100122,20100128,WCr,-9999,4.69126,7.09625,-9999,-8.377,1.407,-0.106782,0
20100212,20100218,WCr,-9999,4.69126,7.09625,-9999,-5.869,1.165,-0.106782,0
20100305,20100311,WCr,-9999,4.69126,7.09625,11.2956,3.929,5.713,-0.106782,0
20100326,20100401,WCr,-9999,4.69126,7.09625,10.7788,6.75,7.984,-0.106782,0
20100416,20100422,WCr,-9999,4.69126,7.09625,10.689,7.582,8.439,-0.106782,0
20100507,20100513,WCr,-9999,4.69126,7.09625,10.8622,5.662,6.982,-0.106782,0
20100528,20100603,WCr,-9999,4.69126,7.09625,10.6277,18.39,16.547,-0.106782,0
20100618,20100624,WCr,-9999,4.69126,7.09625,12.5205,19.376,16.545,-0.106782,0
20100709,20100715,WCr,-9999,4.69126,7.09625,8.51328,19.831,18.681,-0.106782,0
20100730,20100805,WCr,-9999,4.69126,7.09625,13.8776,20.705,19.496,-0.106782,0
20100820,20100826,WCr,72.22143582,4.69126,7.09625,9.88525,18.492,18.125,-0.106782,0
20100910,20100916,WCr,87.5294619,4.69126,7.09625,3.50843,10.967,13.603,-0.106782,0
20030212,20030218,Syv,34.05009028,0.0286588,24.5297,-3.29724,-14.261,-1.667,-0.108882,0
20041111,20041117,Blo,43.35008333,29.8453,21.9441,-3.75324,6.851,6.349,-0.11453,0
20021224,20021231,Syv,-9999,-0.534085,2.13255,-6.86411,-5.789,-0.171,-0.114659,0
20021217,20021223,Syv,-9999,-0.587715,-5.03591,-5.26486,-4.853,0.042,-0.116528,0
20061224,20061231,Blo,11.10094643,17.1721,-18.2558,-3.0319,4.757,2.892,-0.118463,0
20070910,20070916,Me2,107.8475833,21.3385,80.5227,1.80865,16.232,14.329,-0.123076,0
20060219,20060225,WCr,52.97776389,2.28274,49.837,3.94833,-9.432,1.331,-0.124954,0
20040916,20040922,Ks2,139.0858264,123.465,-3.75227,-2.68478,26.676,26.52,-0.125284,0
20010305,20010311,Blo,66.81528472,11.4617,5.92101,-2.91539,5.187,0.885,-0.125638,0
20101126,20101202,WCr,5.844460709,2.37808,7.48326,-1.39221,-5.912,1.621,-0.126615,0
20140101,20140107,Syv,8.465797725,3.789,2.14627,-9999,-21.183,0.175,-0.127645,0
19990903,19990909,Blo,158.5932118,67.622,73.913,3.92095,19.513,16.675,-0.129097,0
20120902,20120908,Me2,130.416434,31.7161,91.0867,3.44023,17.901,15.859,-0.129582,0
20111126,20111202,WCr,9.991981503,-0.978468,0.500235,-0.363633,-2.783,2.847,-0.133172,0
20010709,20010715,Syv,-9999,75.3859,18.8484,5.05254,18.309,16.264,-0.134248,0
20040219,20040225,Ks2,110.3835069,32.7261,30.7667,-2.61248,16.884,18.602,-0.135582,0
20040115,20040121,Me1,-9999,47.7786,76.9675,-9999,-9999,-9999,-0.137027,0
20040205,20040211,Me1,-9999,47.7786,76.9675,-9999,-9999,-9999,-0.137027,0
20040226,20040303,Me1,-9999,47.2522,76.0503,-9999,-9999,-9999,-0.137027,0
20040318,20040324,Me1,-9999,47.8869,74.7814,24.4953,-9999,-9999,-0.137027,0
20120212,20120218,WCr,20.62779318,0.986151,16.2045,-0.978405,-4.421,0.981,-0.140577,0
20040108,20040114,Me1,-9999,50.2791,77.5019,-9999,-9999,-9999,-0.142143,0
20040129,20040204,Me1,-9999,50.2791,77.5019,-9999,-9999,-9999,-0.142143,0
20040219,20040225,Me1,-9999,50.2791,77.5019,-9999,-9999,-9999,-0.142143,0
20040311,20040317,Me1,-9999,50.4262,75.3108,20.3053,-9999,-9999,-0.142143,0
20040101,20040107,Me1,-9999,51.7581,78.0369,-9999,-9999,-9999,-0.143107,0
20040122,20040128,Me1,-9999,51.7581,78.0369,-9999,-9999,-9999,-0.143107,0
20040212,20040218,Me1,-9999,51.7581,78.0369,-9999,-9999,-9999,-0.143107,0
20040304,20040310,Me1,-9999,50.9066,74.7412,-9999,-9999,-9999,-0.143107,0
20040708,20040714,Me1,158.3500556,20.6964,121.339,16.224,18.518,26.906,-0.143864,0
20061029,20061104,Blo,40.11641319,25.0693,22.54,-2.48451,8.968,7.488,-0.145273,0
20110108,20110114,WCr,25.30578056,0.772858,9.18814,1.88223,-9.942,0.727,-0.145841,0
19990813,19990819,Blo,191.8610764,100.638,88.4642,3.42126,17.744,17.241,-0.148424,0
20010625,20010701,Syv,-9999,80.7716,17.7845,6.59076,19.829,17.375,-0.150743,0
20101217,20101223,WCr,11.26653819,-1.52117,7.15198,0.969377,-8.769,0.942,-0.151934,0
20050514,20050520,Blo,91.30107986,36.9552,25.1107,5.59354,9.704,10.938,-0.152157,0
20030903,20030909,Ks2,117.4849792,64.3525,24.2894,-0.573947,25.209,-9999,-0.159959,0
20071203,20071209,Me2,-9999,10.7834,-16.4304,-2.93917,2.105,2.68,-0.162008,0
20020212,20020218,Blo,54.0337859,13.5967,9.56463,-1.86908,5.605,1.8,-0.163386,0
19980618,19980624,Blo,191.5871561,114.988,87.0796,6.8029,14.988,15.437,-0.163663,0
20020604,20020610,WCr,142.0551804,43.9402,21.1398,18.1338,17.25,14.101,-0.164318,0
20040909,20040915,Ks2,-9999,80.5853,17.329,0.411785,26.854,26.642,-0.164901,0
20020910,20020916,Syv,68.16410069,50.1548,4.65216,-4.49547,14.519,15.251,-0.165784,0
20010827,20010902,Blo,161.4913454,59.8609,100.612,4.7794,21.297,19.704,-0.16724,0
20030423,20030429,Syv,133.6257847,3.24502,68.0168,11.3761,6.312,6.02,-0.167849,0
20120506,20120512,Syv,151.2303024,37.7312,51.0764,-9999,11.199,11.196,-0.174189,0
20020205,20020211,Blo,43.06787666,15.9281,11.3135,-2.7928,6.314,0.789,-0.178002,0
20110305,20110311,WCr,60.64682149,2.61462,38.3933,3.06541,-3.819,0.667,-0.179702,0
20110409,20110415,WCr,107.2980424,3.90916,61.8187,9.4961,6.527,4.599,-0.184139,0
20101001,20101007,Me2,63.20116206,27.4213,49.1076,-9999,12.543,10.942,-0.184301,0
20050910,20050916,Syv,82.19660764,60.7753,5.52986,2.21246,18.172,16.925,-0.185707,0
20060723,20060729,Ks2,159.8697708,99.9784,39.3878,0.500711,26.539,26.839,-0.185749,0
19990917,19990923,Blo,118.1012083,60.6066,60.9874,2.67905,18.942,17.308,-0.186953,0
20070723,20070729,Syv,142.4139132,80.2089,42.7096,8.45743,21.937,19.384,-0.18855,0
19981001,19981007,Ha1,75.31944444,40.6021,70.0004,-9999,8.59,11.724,-0.191099,0
20050108,20050114,Blo,14.17375,3.76787,-7.97535,-4.20352,1.046,1.128,-0.192374,0
20031217,20031223,Blo,15.61837847,18.08,-6.85676,-3.51756,6.713,2.602,-0.192463,0
20110205,20110211,WCr,43.01929409,-0.414095,21.7535,3.07318,-13.097,0.824,-0.193907,0
20100917,20100923,Me2,86.9330181,44.0313,27.4922,-9999,9.996,10.122,-0.196555,0
20070702,20070708,Syv,142.9262951,77.9632,38.3516,7.91801,19.481,17.576,-0.1996,0
20030122,20030128,Ks2,74.04355556,24.6152,30.9963,-9999,11.635,-9999,-0.201172,0
20050115,20050121,Me1,5.787506944,4.2799,-1.25891,-0.836205,2.834,1.943,-0.204079,0
20051105,20051111,Me2,8.132291667,20.7666,-15.9318,-4.25767,1.226,1.018,-0.204697,0
20140129,20140204,Syv,33.31797917,8.14626,9.14729,-9999,-15.267,0.136,-0.20548,0
20020910,20020916,Blo,137.7956042,55.719,78.1879,2.90278,19.055,16.936,-0.20781,0
20030212,20030218,Blo,54.44989931,20.3678,22.3938,-0.808104,4.303,4.493,-0.210484,0
20080812,20080818,Me2,143.1767396,53.46,64.4056,4.96671,23.036,22.558,-0.211297,0
19970528,19970603,Ha1,-9999,32.2906,64.9083,-9999,14.044,11.22,-0.212897,0
20041223,20041231,Me1,1.069010273,3.86014,1.49749,-5.38538,0.468,0.291,-0.213454,0
20030521,20030527,Ha1,56.91117216,11.4659,14.2651,-9999,9.313,10.062,-0.21837,0
20051029,20051104,Me2,13.03125347,31.1172,-37.3381,-3.00465,3.352,3.893,-0.218637,0
20080930,20081006,Me2,45.77431597,16.223,7.99757,-0.388759,11.943,10.888,-0.219452,0
20050827,20050902,Me2,134.6628472,16.6794,110.204,2.34369,16.292,18.825,-0.220982,0
20020611,20020617,Blo,223.8088715,110.346,87.7059,8.26618,17.938,16.968,-0.222737,0
20140205,20140211,Syv,41.97723264,3.32001,23.6913,-9999,-18.066,0.078,-0.223832,0
20020910,20020916,Me2,125.3538229,18.0516,72.5335,4.57845,19.358,17.781,-0.225135,0
20000701,20000707,Blo,215.1680556,81.177,113.228,0.417167,14.06,17.1,-0.227445,0
19920520,19920526,Ha1,137.1827652,33.8977,73.4198,-9999,11.966,12.67,-0.23009,0
20020326,20020401,Blo,153.0191364,65.3279,47.9228,7.10413,13.078,6.151,-0.230873,0
20060122,20060128,Me2,-1.818402778,43.7074,-58.5339,-1.78864,0.651,0.327,-0.232161,0
20051203,20051209,WCr,-9999,-0.94781,68.6587,-3.35587,-14.832,1.012,-0.233632,0
20040101,20040107,Blo,16.23690353,5.47804,-4.40814,-4.66505,-0.642,1.391,-0.236661,0
20051210,20051216,WCr,-9999,-0.634667,-0.846161,-2.05516,-6.44,0.914,-0.239264,0
20051015,20051021,Blo,67.86271925,45.8946,26.0094,-1.61162,11.606,10.062,-0.239298,0
20140226,20140304,Syv,69.17340833,6.92917,42.339,-9999,-19.297,0.041,-0.239968,0
20050122,20050128,Blo,30.01428125,13.7969,-2.34244,-3.40385,5.989,0.89,-0.240065,0
20120325,20120331,WCr,88.7215,1.76497,57.201,0.554613,3.201,6.847,-0.242531,0
20040617,20040623,Ks2,186.6594514,145.708,38.9142,2.4258,26.839,27.114,-0.243961,0
20051001,20051007,Me2,59.53473264,26.7133,22.8707,-4.31976,5.896,6.848,-0.245169,0
20131126,20131202,Syv,13.48460417,12.2466,1.4775,-9999,-6.55,1.337,-0.245931,0
20100924,20100930,Ha1,119.9059641,5.85821,1.48932,-9999,18.165,0.263,-0.248755,0
20040624,20040630,Me1,159.4873414,33.5318,99.3608,19.8622,19.832,27.366,-0.24912,0
20060514,20060520,WCr,130.2851875,33.1222,57.761,13.7807,10.841,9.7,-0.249489,0
20111112,20111118,WCr,8.673463869,-0.269671,8.70721,-0.229866,1.34,3.867,-0.249599,0
20050319,20050325,Blo,52.18500521,4.41034,27.7339,-5.48625,2.7,1.914,-0.254574,0
20140416,20140422,Syv,118.4199514,19.5764,32.4708,-9999,2.704,0.189,-0.255119,0
20060903,20060909,Syv,83.99463194,38.7915,27.8808,-1.76035,14.574,14.767,-0.258111,0
20110115,20110121,Me2,5.472013889,14.3669,-47.5039,-1.16774,3.533,2.233,-0.258622,0
20030910,20030916,Blo,144.1794826,76.1655,57.8547,1.00132,19.435,16.285,-0.259095,0
20131224,20131231,Syv,16.62323214,5.55,11.3546,-9999,-14.514,0.384,-0.260531,0
20140122,20140128,Me2,19.16333681,9.76972,15.0505,-3.25439,-0.148,-0.158,-0.26081,0
20031029,20031104,Blo,41.90072222,12.375,22.0228,-6.09238,2.364,6.871,-0.261312,0
20070423,20070429,Syv,97.1893125,28.8281,49.7685,6.97538,9.313,11.018,-0.26201,0
20030813,20030819,Blo,186.7899167,86.6019,70.6511,4.4652,21.365,19.339,-0.263417,0
20101119,20101125,WCr,9.751395833,0.222225,3.38392,-3.35061,-5.283,2.104,-0.265282,0
20000205,20000211,Blo,41.40237153,22.0085,1.42719,-0.647688,6.293,4.927,-0.26666,0
19991029,19991104,Blo,70.01286392,51.2705,32.0388,-3.06229,13.645,9.523,-0.266902,0
19971210,19971216,Blo,-9999,57.5397,62.1466,-9999,19.587,20.466,-0.267411,0
20110416,20110422,WCr,102.0204214,5.59604,50.9327,4.83776,-0.223,3.209,-0.268468,0
20041216,20041222,Me1,2.394940972,4.70001,6.29279,-8.01553,1.286,0.824,-0.268926,0
20140319,20140325,Syv,75.1711875,12.5979,39.0877,-9999,-8.686,0.11,-0.269526,0
20020219,20020225,Blo,72.22179861,25.997,15.3038,1.45723,7.716,3.137,-0.274322,0
20031119,20031125,Ks2,74.37010069,32.2648,-3.61952,-7.40216,19.126,-9999,-0.275476,0
20050108,20050114,Ks2,86.29128819,44.4197,13.2122,-2.15338,19.922,19.792,-0.281273,0
19920930,19921006,Ha1,46.7020202,40.2527,32.2308,-9999,9.018,10.38,-0.284669,0
20030910,20030916,Syv,42.00484028,30.676,3.86684,-1.17076,15.724,16.045,-0.284814,0
20111203,20111209,WCr,-1.189799484,-2.16169,0.44622,1.17103,-7.641,2.39,-0.285264,0
20101029,20101104,WCr,-9999,0.124718,19.6891,-1.04373,2.608,4.845,-0.287244,0
19951001,19951007,Ha1,47.78472222,24.9336,6.44128,-9999,13.421,12.852,-0.289274,0
20060806,20060812,Syv,118.2579375,64.6717,39.7039,0.84686,17.409,17.461,-0.289833,0
20000506,20000512,Blo,110.1667778,44.0124,53.8811,-1.10537,6.467,9.535,-0.290231,0
20050212,20050218,Blo,38.74073958,7.72239,0.976365,-2.54211,4.498,0.744,-0.290752,0
20000415,20000421,Blo,84.55073611,37.2248,36.499,2.28999,6.04,8.125,-0.292676,0
20050917,20050923,Syv,75.65280556,54.0826,15.351,-1.46419,14.798,14.842,-0.29415,0
20001007,20001013,Ha1,43.69625604,39.7531,20.8004,-9999,6.383,8.933,-0.296153,0
20141210,20141216,Syv,19.07407083,8.25896,-12.3834,-9999,-1.863,0.959,-0.297114,0
20031008,20031014,Ks2,101.7119688,53.122,7.54738,-1.06988,25.146,-9999,-0.299412,0
20041104,20041110,Me1,24.85952612,8.07075,17.1047,-7.76138,4.781,5.757,-0.301841,0
20070101,20070107,Blo,23.76979786,19.6245,3.29277,-3.52562,4.856,2.253,-0.303809,0
20050604,20050610,Ks2,140.8306181,86.6697,22.0359,3.01419,25.56,25.299,-0.304744,0
20080513,20080519,Ha1,-9999,31.863,73.7407,-9999,11.149,9.59,-0.305126,0
20130604,20130610,Me2,216.2967951,99.5134,102.87,5.50678,17.15,16.065,-0.305636,0
20101022,20101028,WCr,9.813358333,0.780605,6.94461,3.6883,6.761,7.694,-0.307652,0
20060716,20060722,Syv,144.4564167,77.6752,39.0555,6.30512,20.956,19.768,-0.310124,0
20070827,20070902,Me2,128.8826424,23.3374,99.8616,2.55958,18.413,18.293,-0.315215,0
20130226,20130304,Me2,43.29487058,23.7811,11.0358,-1.51851,2.81,0.133,-0.315231,0
20060409,20060415,Ks2,149.5866076,72.665,55.4753,-1.48884,20.567,21.078,-0.317509,0
20101203,20101209,Me2,28.52169718,26.2212,-12.3291,-9999,-1.675,0.521,-0.32169,0
20061203,20061209,Blo,14.85012153,24.3679,0.353303,-3.36835,9.13,3.443,-0.322275,0
20030129,20030204,Ks2,109.6519826,39.5922,30.8678,-9999,16.068,-9999,-0.323641,0
20030806,20030812,Ks2,129.3351472,90.021,25.8265,-2.74274,25.294,-9999,-0.323645,0
20060122,20060128,WCr,23.40407986,1.42724,12.2156,4.29188,-2.385,2.065,-0.32519,0
20030924,20030930,Syv,19.88938542,8.58813,3.03684,-10.3073,4.03,7.707,-0.327019,0
20040122,20040128,Blo,-9999,10.2364,6.93691,-3.60426,3.782,1.241,-0.328791,0
19991001,19991007,Blo,100.853809,46.0968,51.6228,1.21124,14.893,14.764,-0.332243,0
20101015,20101021,WCr,-9999,1.55802,21.7801,-0.939777,6.903,9.002,-0.332705,0
20000212,20000218,Blo,33.09075694,17.6348,-2.86123,-3.9929,2.188,1.309,-0.336676,0
20111119,20111125,WCr,8.837653989,-3.55194,-3.89769,2.41191,0.187,3.762,-0.337314,0
20081111,20081117,Me2,14.82882986,35.8788,-33.4759,-1.18088,9.122,5.003,-0.338059,0
19941001,19941007,Ha1,49.1875,32.3907,30.4759,-9999,6.865,10.711,-0.3399,0
20030101,20030107,Blo,35.13960115,18.5831,-14.8485,-4.83967,8.978,1.587,-0.342819,0
20030205,20030211,Blo,49.52280696,20.0203,36.6726,-4.31141,3.522,2.243,-0.343409,0
20051015,20051021,Me2,45.82812847,29.2687,15.9607,-1.43268,10.101,8.344,-0.343452,0
20040513,20040519,Ha1,105.7975649,40.6533,80.2671,-9999,16.658,16.121,-0.34588,0
20071126,20071202,Me2,-9999,25.7249,-24.1647,-2.98676,-0.141,3.734,-0.346345,0
20141224,20141231,Me2,-4.990044643,19.5975,-2.0861,-2.91204,-4.457,0.971,-0.346645,0
20061217,20061223,Ks2,73.47121528,55.5459,5.54128,-9999,21.13,20.37,-0.347174,0
20050730,20050805,Ks2,170.33975,94.0444,44.5526,0.0522351,26.546,27.127,-0.347792,0
20061008,20061014,Ha1,-9999,26.0874,15.2959,-9999,10.838,10.46,-0.348973,0
20041125,20041201,Me1,-2.567784722,6.43305,6.64808,-7.58174,0.722,-0.321,-0.3502,0
20050611,20050617,Ks2,167.742434,104.152,35.983,3.05364,26.183,26.316,-0.353743,0
20130212,20130218,Me2,37.48926389,7.43351,28.486,-1.69463,1.809,0.26,-0.359209,0
20000930,20001006,Ha1,60.875,35.0407,8.06648,-9999,11.913,11.845,-0.361414,0
20131029,20131104,Me2,30.910125,28.8006,7.09033,-3.08863,3.541,3.345,-0.361433,0
20050101,20050107,Me1,-8.062475694,4.2649,-1.99072,-5.87731,-3.472,0.147,-0.363687,0
19920812,19920818,Ha1,15.01488095,19.2678,3.24973,-9999,17.848,17.899,-0.363765,0
20031217,20031223,Ks2,57.3063428,29.4552,4.14588,-11.0196,12.079,17.984,-0.364764,0
20011022,20011028,Blo,68.12579861,23.9625,53.0779,-1.70075,13.402,10.911,-0.366698,0
20120219,20120225,WCr,20.87996232,-0.0798442,17.3897,0.152491,-4.044,1.387,-0.369004,0
20070430,20070506,Syv,-9999,31.7054,54.0516,6.59999,11.249,11.52,-0.370426,0
20050625,20050701,Ks2,151.4887882,100.758,30.9627,3.13354,26.482,26.587,-0.373953,0
20040923,20040929,Blo,128.4652083,51.9531,81.7407,-1.01664,16.684,12.222,-0.375863,0
20040701,20040707,Ks2,195.8561493,133.976,48.467,1.7197,26.79,27.514,-0.379529,0
20050326,20050401,Me1,64.18173958,50.0181,32.8473,2.97571,5.358,7.217,-0.382467,0
20050319,20050325,Me1,13.79574047,20.1929,9.02776,-7.02361,2.967,4.63,-0.383274,0
20100709,20100715,Me2,200.0873662,118.731,94.3415,-9999,18.825,18.349,-0.388651,0
20101105,20101111,WCr,20.44339468,1.52061,25.6894,1.15551,6.08,5.635,-0.391903,0
20030212,20030218,Ks2,114.5763958,43.1504,34.8351,-9999,17.423,-9999,-0.392488,0
20030528,20030603,Ha1,-9999,43.5665,59.9107,-9999,13.344,12.414,-0.393823,0
20111217,20111223,WCr,-5.998493936,-2.82704,-3.72639,0.274376,-5.196,1.288,-0.40097,0
20110115,20110121,WCr,22.61444444,-0.817869,11.6899,2.62263,-15.209,0.764,-0.403229,0
20101126,20101202,Me2,9.384368425,17.986,-21.2376,-9999,0.006,0.717,-0.407405,0
20071022,20071028,Blo,-9999,48.0197,49.2641,-1.29651,-9999,-9999,-0.411682,0
20071112,20071118,Blo,-9999,48.0197,49.2641,-1.29651,-9999,-9999,-0.411682,0
20071203,20071209,Blo,-9999,48.0197,49.2641,-1.29651,-9999,-9999,-0.411682,0
20050312,20050318,Me1,82.90630255,27.9222,52.5846,-1.16469,6.884,7.156,-0.411905,0
20140122,20140128,Syv,20.33068056,8.70396,10.4779,-9999,-20.287,0.187,-0.41374,0
20030402,20030408,Ks2,161.6738229,70.2451,51.2317,-9999,22.745,-9999,-0.414177,0
20140917,20140923,WCr,81.62407292,25.7985,28.7403,3.05231,12.727,12.402,-0.414468,0
20051008,20051014,Ks2,125.6544236,83.7081,19.8826,-0.743625,25.444,25.909,-0.415339,0
20041209,20041215,Me2,0.943402778,17.0346,-41.1403,-1.00392,3.376,0.114,-0.415703,0
19990827,19990902,WCr,-9999,54.2651,10.0062,3.82723,18.574,17.21,-0.416108,0
20010917,20010923,Syv,62.08457102,25.5126,12.4741,-3.19343,11.241,12.403,-0.416139,0
20071210,20071216,Me2,-7.869791667,10.0764,-10.028,-6.70008,-2.061,0.583,-0.417243,0
20071224,20071231,Blo,-9999,48.3944,49.4626,-1.27322,-9999,-9999,-0.418379,0
19970827,19970902,Blo,144.2298169,63.5942,60.7463,2.48756,17.488,19.424,-0.418818,0
20050806,20050812,Syv,114.4913993,68.0323,14.7156,4.88094,19.489,17.55,-0.419198,0
20101203,20101209,WCr,12.28925425,0.0390757,9.08817,-0.47554,-10.153,0.891,-0.420948,0
20010312,20010318,Blo,94.18555556,26.3784,33.6919,-2.62349,7.871,0.827,-0.422949,0
20051119,20051125,Me2,34.55347569,19.4382,0.887006,-3.82481,-0.172,-0.075,-0.426758,0
20110122,20110128,WCr,30.68939798,-1.51166,16.9039,2.43741,-10.906,0.718,-0.42951,0
20140115,20140121,Syv,19.18133681,10.0176,10.492,-9999,-13.704,0.216,-0.431876,0
20111105,20111111,WCr,2.412656709,-2.55635,9.8042,-0.0630356,2.504,5.182,-0.435588,0
20100910,20100916,Me2,116.47477,31.9683,75.8635,-9999,15.032,13.094,-0.437608,0
20111210,20111216,WCr,2.327967863,-1.551,-3.66078,0.994053,-3.455,1.961,-0.439687,0
20040129,20040204,Ks2,72.45020833,22.9533,17.298,-4.43941,14.76,17.624,-0.440613,0
20131217,20131223,Syv,8.666881944,6.36379,-0.910673,-9999,-10.528,0.259,-0.440654,0
20010910,20010916,Blo,124.5527396,44.5321,82.6573,2.6017,17.541,17.354,-0.443466,0
20021001,20021007,Blo,-9999,31.7683,55.7081,0.894897,14.893,13.078,-0.447402,0
20031008,20031014,Blo,85.50204861,39.7836,66.0636,-1.97027,14.842,12.302,-0.448802,0
20050402,20050408,Me1,77.00972222,38.8989,37.5531,0.357211,5.817,8.253,-0.448994,0
20051126,20051202,Ks2,65.77133333,47.9295,9.88191,-6.8739,17.649,17.776,-0.451431,0
20050326,20050401,Ks2,138.1553958,71.9838,42.7778,0.593972,21.587,21.538,-0.453565,0
19950528,19950603,Ha1,131.4791667,54.7278,47.312,-9999,17.178,12.859,-0.455441,0
20020730,20020805,Syv,100.7350787,61.6494,11.5211,3.68991,18.419,18.049,-0.456904,0
20020827,20020902,Me2,173.6618125,29.2133,100.286,5.32668,18.06,19.796,-0.457016,0
20131119,20131125,Me2,5.609815972,12.7979,16.1346,-6.45447,-0.927,0.128,-0.458022,0
20030723,20030729,Blo,192.0214028,108.009,38.0335,7.15643,24.348,22.443,-0.458086,0
20050108,20050114,Me1,-12.7100945,3.29013,-5.30974,-4.92715,-2.293,0.344,-0.458578,0
20120115,20120121,WCr,-9999,-2.88267,4.51082,-2.47418,-13.647,0.926,-0.460208,0
20071029,20071104,Blo,-9999,48.8953,49.7391,-1.2486,-9999,-9999,-0.460512,0
20071119,20071125,Blo,-9999,48.8953,49.7391,-1.2486,-9999,-9999,-0.460512,0
20071210,20071216,Blo,-9999,48.8953,49.7391,-1.2486,-9999,-9999,-0.460512,0
20060129,20060204,Me2,9.0430625,39.9892,-65.6396,-1.67945,1.107,0.33,-0.460562,0
20060402,20060408,Ks2,167.7157292,58.9447,80.0973,0.281613,21.469,22.07,-0.460893,0
20140312,20140318,Syv,77.59827431,8.43806,36.797,-9999,-8.261,0.102,-0.46211,0
20120819,20120825,Syv,138.2523194,71.0458,7.83525,-9999,18.956,15.941,-0.462475,0
20060709,20060715,Ks2,163.3205799,101.723,35.3577,0.85628,26.545,26.61,-0.462678,0
20031029,20031104,Ks2,100.4935278,31.9953,0.480755,-2.18083,24.364,-9999,-0.463869,0
20050122,20050128,Me1,11.21660069,7.63988,5.73665,-2.17,3.489,3.118,-0.463937,0
20010806,20010812,Blo,189.7302396,89.4335,85.6474,6.3241,23.338,20.884,-0.464559,0
20050205,20050211,Me1,21.81313542,11.632,13.4981,-4.73819,0.064,0.985,-0.465819,0
20021001,20021007,Ha1,-9999,27.6189,1.31655,-9999,14.523,0.874,-0.470333,0
20131112,20131118,Me2,6.938965278,28.1576,-8.87462,-2.83861,3.058,2.642,-0.470532,0
